SkillName,Price,bids,is_urgent,is_fulltime,is_bold,is_private
برنامه نویسی تحت وب,750000,13,0,0,0,0
مای اسکیوال (MySQL),1000000,30,0,0,0,0
پی اچ پی (PHP),1000000,30,0,0,0,0
وردپرس (WordPress),1000000,30,0,0,0,0
سی اس اس (CSS),1000000,30,0,0,0,0
برنامه نویسی تحت وب,1000000,30,0,0,0,0
طراحی آیکون,800000,15,0,0,0,0
تصویرسازی,800000,15,0,0,0,0
ایلوستریتور (Adobe Illustrator),800000,15,0,0,0,0
فوتوشاپ (Photoshop),800000,15,0,0,0,0
طراحی گرافیک,3000000,6,0,1,0,0
Google Maps API,3000000,6,0,1,0,0
گرافیک رایانه‌ای,3000000,6,0,1,0,0
مانگا,3000000,6,0,1,0,0
رویویو و ثبت اطلاعات در گوگل مپ,3000000,6,0,1,0,0
سی شارپ (C#),8000000,8,0,0,0,0
اس کیو ال (SQL),8000000,8,0,0,0,0
پشتیبانی دسکتاپ,8000000,8,0,0,0,0
برنامه نویسی تحت ویندوز,8000000,8,0,0,0,0
SQL Server,8000000,8,0,0,0,0
طراحی آیکون,500000,22,0,0,0,0
تصویرسازی,500000,22,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,22,0,0,0,0
فوتوشاپ (Photoshop),500000,22,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,22,0,0,0,0
سئو (SEO),6000000,17,0,0,0,0
نوشتن توضیحات محصول,500000,15,0,0,0,0
مای اسکیوال (MySQL),6000000,32,0,0,0,0
وردپرس (WordPress),6000000,32,0,0,0,0
سی اس اس (CSS),6000000,32,0,0,0,0
برنامه نویسی تحت وب,6000000,32,0,0,0,0
وردپرس (WordPress),500000,22,0,0,0,0
تولید محتوا,500000,22,0,0,0,0
سئو (SEO),300000,8,0,0,0,0
وردپرس (WordPress),300000,8,0,0,0,0
HTML,6000000,15,0,0,0,0
پی اچ پی (PHP),6000000,15,0,0,0,0
وردپرس (WordPress),6000000,15,0,0,0,0
سی اس اس (CSS),6000000,15,0,0,0,0
ادوبی افتر افکت (After Effects),15000000,62,1,0,0,0
فوتوشاپ (Photoshop),15000000,62,1,0,0,0
ادوبی پریمیر (Adobe Primiere),15000000,62,1,0,0,0
تدوین استراتژی محتوا,15000000,62,1,0,0,0
فوتوشاپ (Photoshop),6000000,41,0,1,0,0
ورد (Word),6000000,41,0,1,0,0
اکسل (Excel),6000000,41,0,1,0,0
دستیار مجازی,6000000,41,0,1,0,0
ASP.Net,10000000,9,0,0,0,0
پایتون (Python),10000000,9,0,0,0,0
دسک تاپ ویندوز,10000000,9,0,0,0,0
برنامه نویسی تحت ویندوز,10000000,9,0,0,0,0
برنامه نویسی فرانت اند,10000000,9,0,0,0,0
وردپرس (WordPress),1500000,26,0,0,0,0
فوتوشاپ (Photoshop),300000,38,0,0,0,0
طراحی پست و استوری اینستاگرام,300000,38,0,0,0,0
فوتوشاپ (Photoshop),100000,10,0,0,0,0
Instagram,100000,10,0,0,0,0
فوتوشاپ (Photoshop),300000,10,0,0,0,0
مدیریت پیج اینستاگرام (ادمین),300000,10,0,0,0,0
طراحی آیکون,500000,26,0,0,0,0
تصویرسازی,500000,26,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,26,0,0,0,0
فوتوشاپ (Photoshop),500000,26,0,0,0,0
خدمات ویدئویی,500000,8,0,0,0,0
ویرایش متن,700000,22,0,0,0,0
ویرایش تصویر,700000,22,0,0,0,0
طراحی تجربه کاربری (UX),5000000,21,0,0,0,0
طراحی رابط کاربری (UI),5000000,21,0,0,0,0
طراحی تبلیغات,500000,52,0,0,0,0
طراحی بنر,500000,52,0,0,0,0
Flash,500000,52,0,0,0,0
فوتوشاپ (Photoshop),500000,52,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),15000000,8,0,0,0,0
مهندسی عمران,15000000,8,0,0,0,0
HTML,500000,3,0,0,0,0
وردپرس (WordPress),500000,3,0,0,0,0
سی اس اس (CSS),500000,3,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),1500000,3,1,0,1,0
Mobile Phone,1500000,3,1,0,1,0
برنامه نویسی موبایل,1500000,3,1,0,1,0
مای اسکیوال (MySQL),200000,4,0,0,0,0
پی اچ پی (PHP),200000,4,0,0,0,0
سی اس اس (CSS),200000,4,0,0,0,0
برنامه نویسی تحت وب,200000,4,0,0,0,0
وبلاگ,3000000,33,0,0,0,0
انیمیشن,3000000,22,1,0,1,0
خدمات ویدئویی,3000000,22,1,0,1,0
موشن گرافیک,3000000,22,1,0,1,0
ادوبی پریمیر (Adobe Primiere),3000000,22,1,0,1,0
تیزر تبلیغاتی,3000000,22,1,0,1,0
جاوا اسکریپت (JavaScript),500000,10,0,0,0,0
برنامه نویسی تحت وب,500000,10,0,0,0,0
برنامه نویسی فرانت اند,500000,10,0,0,0,0
تایپ,3000000,72,1,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),15000000,7,0,0,0,0
Mobile Phone,15000000,7,0,0,0,0
برنامه نویسی موبایل,15000000,7,0,0,0,0
طراحی رابط کاربری (UI),15000000,7,0,0,0,0
طراحی تبلیغات,1500000,23,1,0,0,0
طراحی بنر,1500000,23,1,0,0,0
طراحی گرافیک,1500000,23,1,0,0,0
فوتوشاپ (Photoshop),1500000,23,1,0,0,0
طراحی پوستر,1500000,23,1,0,0,0
ترجمه,500000,45,1,0,1,0
ترجمه فارسی به انگلیسی,500000,45,1,0,1,0
HTML,1500000,8,1,0,0,0
پی اچ پی (PHP),1500000,8,1,0,0,0
برنامه نویسی تحت وب,1500000,8,1,0,0,0
HTML,6000000,8,0,0,0,0
جاوا اسکریپت (JavaScript),6000000,8,0,0,0,0
پی اچ پی (PHP),6000000,8,0,0,0,0
سی اس اس (CSS),6000000,8,0,0,0,0
HTML,500000,7,1,0,0,0
پی اچ پی (PHP),500000,7,1,0,0,0
برنامه نویسی تحت وب,500000,7,1,0,0,0
طراحی بروشور,500000,27,0,0,0,0
طراحی کارت ویزیت,500000,27,0,0,0,0
طراحی پوستر,500000,27,0,0,0,0
اکسل (Excel),500000,41,0,0,0,0
پایتون (Python),1500000,7,0,0,0,0
برنامه نویسی تحت وب,1500000,7,0,0,0,0
طراحی آیکون,500000,29,1,0,1,0
تصویرسازی,500000,29,1,0,1,0
ایلوستریتور (Adobe Illustrator),500000,29,1,0,1,0
فوتوشاپ (Photoshop),500000,29,1,0,1,0
پشتیبانی فنی,500000,5,1,0,1,0
طراحی صدا,500000,5,0,0,0,0
سئو (SEO),500000,10,0,0,0,0
Google Website Optimizer,500000,10,0,0,0,0
طراحی مفهومی,500000,13,0,0,0,0
سئو (SEO),2000000,13,0,0,0,0
برنامه ریزی تبلیغ و خرید,2000000,13,0,0,0,0
تبلیغات,2000000,13,0,0,0,0
گوگل ادز (Google Ads),2000000,13,0,0,0,0
وردپرس (WordPress),3000000,66,0,0,0,0
پی اچ پی (PHP),6000000,13,0,0,0,0
طراحی آیکون,500000,47,1,0,0,0
تصویرسازی,500000,47,1,0,0,0
ایلوستریتور (Adobe Illustrator),500000,47,1,0,0,0
فوتوشاپ (Photoshop),500000,47,1,0,0,0
وردپرس (WordPress),6000000,69,0,0,0,0
HTML,15000000,14,0,0,0,0
پی اچ پی (PHP),15000000,14,0,0,0,0
برنامه نویسی تحت وب,15000000,14,0,0,0,0
تولید محتوا,500000,6,0,0,0,0
Link Building,3000000,23,0,0,0,0
سئو (SEO),3000000,23,0,0,0,0
بازاریابی اینترنتی,3000000,23,0,0,0,0
مای اسکیوال (MySQL),500000,3,0,0,0,0
پی اچ پی (PHP),500000,3,0,0,0,0
پایتون (Python),500000,3,0,0,0,0
سی اس اس (CSS),500000,3,0,0,0,0
برنامه نویسی تحت وب,500000,3,0,0,0,0
طراحی گرافیک,500000,21,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),1500000,12,0,0,0,0
تری دی مکس (3DS MAX),1500000,12,0,0,0,0
تصویرسازی,1500000,76,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,76,0,0,0,0
فوتوشاپ (Photoshop),1500000,76,0,0,0,0
HTML,15000000,11,0,0,0,0
پی اچ پی (PHP),15000000,11,0,0,0,0
برنامه نویسی تحت وب,15000000,11,0,0,0,0
ASP.Net,6000000,6,1,0,1,0
سی شارپ (C#),6000000,6,1,0,1,0
HTML,250000,8,0,0,0,0
پی اچ پی (PHP),250000,8,0,0,0,0
برنامه نویسی تحت وب,250000,8,0,0,0,0
مای اسکیوال (MySQL),15000000,12,0,0,0,0
پی اچ پی (PHP),15000000,12,0,0,0,0
سی اس اس (CSS),15000000,12,0,0,0,0
برنامه نویسی تحت وب,15000000,12,0,0,0,0
تدوین ویدیو و کلیپ,1500000,71,0,0,0,0
آپاچی (Apache),500000,7,0,0,0,0
مای اسکیوال (MySQL),500000,7,0,0,0,0
وردپرس (WordPress),500000,7,0,0,0,0
راه اندازی سرور لینوکس,500000,7,0,0,0,0
DevOps,500000,7,0,0,0,0
سی شارپ (C#),8000000,16,0,0,0,0
نود جی اس (Node.js),8000000,16,0,0,0,0
دسک تاپ ویندوز,8000000,16,0,0,0,0
برنامه نویسی تحت ویندوز,8000000,16,0,0,0,0
HTML,1000000,20,0,0,0,0
پی اچ پی (PHP),1000000,20,0,0,0,0
برنامه نویسی تحت وب,1000000,20,0,0,0,0
طراحی آیکون,700000,68,0,0,0,0
تصویرسازی,700000,68,0,0,0,0
ایلوستریتور (Adobe Illustrator),700000,68,0,0,0,0
فوتوشاپ (Photoshop),700000,68,0,0,0,0
طراحی آیکون,500000,58,0,0,0,0
تصویرسازی,500000,58,0,0,0,0
ایلوستریتور (Adobe Illustrator),500000,58,0,0,0,0
فوتوشاپ (Photoshop),500000,58,0,0,0,0
HTML,1000000,10,0,0,0,0
پی اچ پی (PHP),1000000,10,0,0,0,0
برنامه نویسی تحت وب,1000000,10,0,0,0,0
فوتوشاپ (Photoshop),3000000,42,0,0,0,0
مدیریت پیج اینستاگرام (ادمین),3000000,42,0,0,0,0
تولید محتوا,3000000,42,0,0,0,0
طراحی پست و استوری اینستاگرام,3000000,42,0,0,0,0
خدمات ویدئویی,1000000,25,0,0,0,0
طراحی تبلیغات,105000,2,0,0,0,0
طراحی بنر,105000,2,0,0,0,0
Flash,105000,2,0,0,0,0
فوتوشاپ (Photoshop),105000,2,0,0,0,0
سی شارپ (C#),10000000,4,1,0,1,0
Delphi,10000000,4,1,0,1,0
اس کیو ال (SQL),10000000,4,1,0,1,0
دسک تاپ ویندوز,10000000,4,1,0,1,0
برنامه نویسی تحت ویندوز,10000000,4,1,0,1,0
طراحی لوگو,3000000,92,1,0,1,0
طراحی تبلیغات,1500000,41,0,0,0,0
طراحی بنر,1500000,41,0,0,0,0
فوتوشاپ (Photoshop),1500000,41,0,0,0,0
سئو (SEO),1500000,8,0,0,0,0
سی اس اس (CSS),1500000,8,0,0,0,0
ویو جی اس (VueJs),1500000,8,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),3000000,4,0,0,0,0
طراحی گرافیک,1500000,53,1,0,1,0
ایلوستریتور (Adobe Illustrator),1500000,53,1,0,1,0
فوتوشاپ (Photoshop),1500000,53,1,0,1,0
فوتوشاپ (Photoshop),500000,28,0,0,0,0
HTML,250000,6,0,0,0,0
پی اچ پی (PHP),250000,6,0,0,0,0
وردپرس (WordPress),250000,6,0,0,0,0
برنامه نویسی تحت وب,250000,6,0,0,0,0
سئو (SEO),6000000,23,1,0,1,0
مقاله نویسی,6000000,23,1,0,1,0
نوشتن کتاب,6000000,23,1,0,1,0
ترجمه,6000000,23,1,0,1,0
تولید محتوا,6000000,23,1,0,1,0
ترجمه,500000,66,0,0,0,0
ترجمه انگلیسی به فارسی,500000,66,0,0,0,0
HTML,500000,10,0,0,0,0
پی اچ پی (PHP),500000,10,0,0,0,0
وردپرس (WordPress),500000,10,0,0,0,0
برنامه نویسی تحت وب,500000,10,0,0,0,0
خدمات ویدئویی,500000,28,0,0,0,0
ترجمه,500000,24,0,0,0,0
ترجمه فارسی به زبان های دیگر,500000,24,0,0,0,0
ترجمه زبان های دیگر به فارسی,500000,24,0,0,0,0
برنامه نویسی,500000,3,0,0,0,0
ASP.Net,2000000,8,0,0,0,0
دسک تاپ ویندوز,2000000,8,0,0,0,0
برنامه نویسی تحت ویندوز,2000000,8,0,0,0,0
آژاکس (ای جکس - Ajax),1500000,8,0,0,0,0
سئو (SEO),1500000,8,0,0,0,0
وردپرس (WordPress),1500000,8,0,0,0,0
HTML,500000,7,0,0,0,0
پایتون (Python),500000,7,0,0,0,0
 ورود اطلاعات و ثبت داده ها (Data Entry - دیتا اینتری),500000,7,0,0,0,0
برنامه نویسی تحت وب,500000,7,0,0,0,0
داده کاوی (Data Mining),500000,7,0,0,0,0
ویرایش متن,1500000,21,0,0,0,0
ادوبی این دیزاین (InDesign),1500000,21,0,0,0,0
مهندسی برق,500000,1,0,0,0,0
جاوا اسکریپت (JavaScript),500000,18,0,0,0,0
پی اچ پی (PHP),500000,18,0,0,0,0
طراحی سایت,500000,18,0,0,0,0
HTML,3000000,14,0,0,0,0
پی اچ پی (PHP),3000000,14,0,0,0,0
سی اس اس (CSS),3000000,14,0,0,0,0
JSON,3000000,14,0,0,0,0
HTML,6000000,74,0,0,0,0
جاوا اسکریپت (JavaScript),6000000,74,0,0,0,0
سی اس اس (CSS),6000000,74,0,0,0,0
برنامه نویسی تحت وب,6000000,74,0,0,0,0
مای اسکیوال (MySQL),15000000,9,0,0,0,0
پی اچ پی (PHP),15000000,9,0,0,0,0
سی اس اس (CSS),15000000,9,0,0,0,0
برنامه نویسی تحت وب,15000000,9,0,0,0,0
ASP.Net,3000000,5,0,0,0,0
سی شارپ (C#),3000000,5,0,0,0,0
دسک تاپ ویندوز,3000000,5,0,0,0,0
برنامه نویسی تحت ویندوز,3000000,5,0,0,0,0
Web Services,3000000,5,0,0,0,0
سئو (SEO),1500000,5,0,0,0,0
فروشگاه,1500000,5,0,0,0,0
شبکه اجتماعی,1500000,5,0,0,0,0
برنامه نویسی تحت وب,1500000,5,0,0,0,0
Shopify,1500000,5,0,0,0,0
طراحی تبلیغات,500000,23,0,0,0,0
طراحی بنر,500000,23,0,0,0,0
طراحی تجربه کاربری (UX),500000,23,0,0,0,0
طراحی رابط کاربری (UI),500000,23,0,0,0,0
اف‌اف‌امپگ,50000000,3,0,1,0,0
پایتون (Python),500000,12,0,0,0,0
دسک تاپ ویندوز,500000,12,0,0,0,0
برنامه نویسی تحت ویندوز,500000,12,0,0,0,0
HTML,1500000,13,0,0,0,0
وردپرس (WordPress),1500000,13,0,0,0,0
سی اس اس (CSS),1500000,13,0,0,0,0
مقاله نویسی,500000,28,0,0,0,0
وبلاگ,500000,28,0,0,0,0
ارسال مقاله,500000,28,0,0,0,0
دستیار مجازی,15000000,9,1,1,1,0
ادوبی آدیشن,15000000,9,1,1,1,0
تدوین ویدیو و کلیپ,15000000,9,1,1,1,0
تولید محتوای انگلیسی,15000000,9,1,1,1,0
HTML,20000000,19,0,0,0,0
پی اچ پی (PHP),20000000,19,0,0,0,0
برنامه نویسی تحت وب,20000000,19,0,0,0,0
پی اچ پی (PHP),1500000,22,0,0,0,0
فروشگاه,1500000,22,0,0,0,0
وردپرس (WordPress),1500000,22,0,0,0,0
برنامه نویسی تحت وب,1500000,22,0,0,0,0
Metatrader,500000,2,0,0,0,0
وردپرس (WordPress),500000,23,0,0,0,0
سی اس اس (CSS),500000,23,0,0,0,0
مای اسکیوال (MySQL),500000,6,0,0,0,0
پی اچ پی (PHP),500000,6,0,0,0,0
پایتون (Python),500000,6,0,0,0,0
برنامه نویسی تحت وب,500000,6,0,0,0,0
(Telegram) تلگرام API,500000,6,0,0,0,0
برنامه نویسی تحت وب,15000000,23,0,0,0,0
جاوا (Java),15000000,5,0,0,0,0
Objective C,15000000,5,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),15000000,5,0,0,0,0
آی او اس (iOS),15000000,5,0,0,0,0
برنامه نویسی موبایل,15000000,5,0,0,0,0
HTML,6000000,7,1,0,1,0
پی اچ پی (PHP),6000000,7,1,0,1,0
وردپرس (WordPress),6000000,7,1,0,1,0
برنامه نویسی تحت وب,6000000,7,1,0,1,0
خدمات ویدئویی,1500000,20,0,0,0,0
آپلود ویدئو,1500000,20,0,0,0,0
ادوبی پریمیر (Adobe Primiere),1500000,20,0,0,0,0
تدوین ویدیو و کلیپ,1500000,20,0,0,0,0
تولید ویدئو,1500000,20,0,0,0,0
3D Animation,500000,27,0,0,0,0
مدل سازی ۳ بعدی (3D Modelling),500000,27,0,0,0,0
تری دی مکس (3DS MAX),500000,27,0,0,0,0
وردپرس (WordPress),500000,46,0,1,0,0
طراحی تبلیغات,500000,46,0,1,0,0
طراحی بنر,500000,46,0,1,0,0
فوتوشاپ (Photoshop),500000,46,0,1,0,0
طراحی پست و استوری اینستاگرام,500000,46,0,1,0,0
پی اچ پی (PHP),500000,3,0,0,0,0
Ubuntu,500000,3,0,0,0,0
DevOps,500000,3,0,0,0,0
HTML,1000000,10,0,0,0,0
پی اچ پی (PHP),1000000,10,0,0,0,0
وردپرس (WordPress),1000000,10,0,0,0,0
برنامه نویسی تحت وب,1000000,10,0,0,0,0
برنامه نویسی بک اند (Back-End),1000000,10,0,0,0,0
سئو (SEO),1500000,18,0,0,0,0
وردپرس (WordPress),1500000,18,0,0,0,0
طراحی گرافیک,6000000,42,1,0,0,0
نویسندگی فنی,3000000,19,1,0,1,0
ترجمه,3000000,19,1,0,1,0
ترجمه فارسی به انگلیسی,3000000,19,1,0,1,0
دوبله,3000000,19,1,0,1,0
مدل سازی ۳ بعدی (3D Modelling),500000,8,0,0,0,0
انیمیشن,500000,8,0,0,0,0
جاوا اسکریپت (JavaScript),15000000,33,1,0,1,0
مای اسکیوال (MySQL),15000000,33,1,0,1,0
پی اچ پی (PHP),15000000,33,1,0,1,0
سی اس اس (CSS),15000000,33,1,0,1,0
برنامه نویسی تحت وب,15000000,33,1,0,1,0
وردپرس (WordPress),6000000,39,0,0,0,0
سی اس اس (CSS),6000000,39,0,0,0,0
ترجمه فارسی به زبان های دیگر,1500000,22,0,0,0,0
طراحی گرافیک,1500000,22,0,0,0,0
طراحی گرافیک,500000,28,0,0,0,0
فوتوشاپ (Photoshop),500000,28,0,0,0,0
طراحی اینفوگرافیک,500000,28,0,0,0,0
طراحی بروشور,300000,48,0,0,0,0
طراحی کارت ویزیت,300000,48,0,0,0,0
طراحی پوستر,300000,48,0,0,0,0
وردپرس (WordPress),3000000,38,0,0,0,0
طراحی گرافیک,3000000,38,0,0,0,0
طراحی سایت,3000000,38,0,0,0,0
طراحی تجربه کاربری (UX),3000000,38,0,0,0,0
طراحی رابط کاربری (UI),3000000,38,0,0,0,0
خدمات ویدئویی,500000,32,0,0,0,0
ادوبی پریمیر (Adobe Primiere),500000,32,0,0,0,0
پی اچ پی (PHP),200000,6,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),200000,6,0,0,0,0
Mobile Phone,200000,6,0,0,0,0
برنامه نویسی موبایل,200000,6,0,0,0,0
برنامه ریزی تبلیغ و خرید,15000000,12,0,1,0,0
بازاریابی اینترنتی,15000000,12,0,1,0,0
تحقیقات بازار,15000000,12,0,1,0,0
فروش,15000000,12,0,1,0,0
مدیریت پیج اینستاگرام (ادمین),15000000,12,0,1,0,0
HTML,500000,3,0,0,0,0
جاوا اسکریپت (JavaScript),500000,3,0,0,0,0
نود جی اس (Node.js),500000,3,0,0,0,0
برنامه نویسی تحت وب,500000,3,0,0,0,0
خدمات ویدئویی,1500000,36,0,0,0,0
تدوین ویدیو و کلیپ,1500000,36,0,0,0,0
تیزر تبلیغاتی,1500000,36,0,0,0,0
HTML,500000,4,0,0,0,0
پی اچ پی (PHP),500000,4,0,0,0,0
برنامه نویسی تحت وب,500000,4,0,0,0,0
HTML,500000,12,0,0,0,0
سئو (SEO),500000,12,0,0,0,0
وردپرس (WordPress),500000,12,0,0,0,0
سی اس اس (CSS),500000,12,0,0,0,0
برنامه نویسی و ساخت اپلیکیشن اندروید (Android),250000,3,0,0,0,0
Mobile Phone,250000,3,0,0,0,0
برنامه نویسی موبایل,250000,3,0,0,0,0
سئو (SEO),1500000,32,0,0,0,0
وردپرس (WordPress),1500000,32,0,0,0,0
وبلاگ,1500000,32,0,0,0,0
طراحی گرافیک,1500000,32,0,0,0,0
پایتون (Python),500000,2,0,0,0,0
انیمیشن,1500000,5,0,0,0,0
مدیریت پیج اینستاگرام (ادمین),6000000,44,0,1,0,0
طراحی آیکون,1500000,96,0,0,0,0
تصویرسازی,1500000,96,0,0,0,0
ایلوستریتور (Adobe Illustrator),1500000,96,0,0,0,0
فوتوشاپ (Photoshop),1500000,96,0,0,0,0
جاوا اسکریپت (JavaScript),6000000,15,1,0,1,0
ویو جی اس (VueJs),6000000,15,1,0,1,0
HTML,3000000,50,0,0,0,0
وردپرس (WordPress),3000000,50,0,0,0,0
سی اس اس (CSS),3000000,50,0,0,0,0
برنامه نویسی,6000000,4,0,0,1,0
HTML,3000000,9,0,0,0,0
وردپرس (WordPress),3000000,9,0,0,0,0
سی اس اس (CSS),3000000,9,0,0,0,0
HTML,6000000,13,0,0,0,0
پی اچ پی (PHP),6000000,13,0,0,0,0
وردپرس (WordPress),6000000,13,0,0,0,0
سی اس اس (CSS),6000000,13,0,0,0,0
مای اسکیوال (MySQL),1500000,12,0,0,0,0
پی اچ پی (PHP),1500000,12,0,0,0,0
سی اس اس (CSS),1500000,12,0,0,0,0
برنامه نویسی تحت وب,1500000,12,0,0,0,0
مدیریت پیج اینستاگرام (ادمین),3000000,31,0,0,0,0
طراحی پست و استوری اینستاگرام,3000000,31,0,0,0,0
وردپرس (WordPress),15000000,32,1,1,1,0
طراحی تجربه کاربری (UX),15000000,32,1,1,1,0
طراحی رابط کاربری (UI),15000000,32,1,1,1,0
برنامه نویسی فرانت اند,15000000,32,1,1,1,0
برنامه نویسی بک اند (Back-End),15000000,32,1,1,1,0
HTML,3000000,5,0,0,0,0
پی اچ پی (PHP),3000000,5,0,0,0,0
برنامه نویسی تحت وب,3000000,5,0,0,0,0
طراحی تبلیغات,2000000,24,0,0,0,0
طراحی بنر,2000000,24,0,0,0,0
Flash,2000000,24,0,0,0,0
فوتوشاپ (Photoshop),2000000,24,0,0,0,0
طراحی بنر متحرک (گیف),2000000,24,0,0,0,0
HTML,300000,8,0,0,0,0
پی اچ پی (PHP),300000,8,0,0,0,0
وردپرس (WordPress),300000,8,0,0,0,0
برنامه نویسی تحت وب,300000,8,0,0,0,0
سئو (SEO),1500000,12,0,0,0,0
Link Building,6000000,25,0,1,0,0
سئو (SEO),6000000,25,0,1,0,0
بازاریابی اینترنتی,6000000,25,0,1,0,0
پی اچ پی (PHP),3000000,17,1,0,1,0
فروشگاه,3000000,17,1,0,1,0
وردپرس (WordPress),3000000,17,1,0,1,0
برنامه نویسی تحت وب,3000000,17,1,0,1,0
مقاله نویسی,500000,15,0,0,0,0
تولید محتوا,500000,15,0,0,0,0
طراحی تجربه کاربری (UX),6000000,33,0,0,0,0
طراحی رابط کاربری (UI),6000000,33,0,0,0,0
طراحی بنر,3000000,51,0,0,0,0
فوتوشاپ (Photoshop),3000000,51,0,0,0,0
Instagram,3000000,51,0,0,0,0
ASP.Net,1500000,3,0,0,0,0
سی شارپ (C#),1500000,3,0,0,0,0
ری اکت نیتیو (React Native),15000000,7,1,0,1,0
HTML,3000000,4,0,0,0,0
پی اچ پی (PHP),3000000,4,0,0,0,0
